Summary information
Application;lmp_intel_cpu_intelmpi
Report creation date;2022-05-19 14:03:14
OpenMP threads number, per Process;1
HW Platform;Intel(R) Xeon(R) Processor code named Icelake
Frequency;2593987907
Logical core count per node;128
Collector type;Driverless Perf system-wide counting
Used statistics;./in.lj.timer_1n_1ont_32k_aps
Elapsed Time, s;0.96
SP GFLOPS;4.03
DP GFLOPS;1.25
Average CPU Frequency, GHz;                      1.19
Instructions Per Cycle Rate;0.54
MPI Time, s;0.08
MPI Time, % of Elapsed Time;7.91
MPI Imbalance;                            N/A*

Top 5 MPI functions (avg time)
Name;Time,sec;% from Elapsed time
MPI Hotspot 1 - MPI_Init, s;0.07
MPI Hotspot 1 - MPI_Init, % of Elapsed Time;7.63
MPI Hotspot 2 - MPI_Finalize, s;0.00
MPI Hotspot 2 - MPI_Finalize, % of Elapsed Time;0.23
MPI Hotspot 3 - MPI_Cart_create, s;0.00
MPI Hotspot 3 - MPI_Cart_create, % of Elapsed Time;0.02
MPI Hotspot 4 - MPI_Bcast, s;0.00
MPI Hotspot 4 - MPI_Bcast, % of Elapsed Time;0.02
MPI Hotspot 5 - MPI_Allreduce, s;0.00
MPI Hotspot 5 - MPI_Allreduce, % of Elapsed Time;0.01
Memory Stalls, % of Pipeline Slots;18.40
Cache Stalls, % of Cycles;27.10
DRAM Stalls, % of Cycles;0.90
DRAM Bandwidth Peak, GB/s;7.16
DRAM Bandwidth Average, GB/s;0.40
DRAM Bandwidth Bound, %;0.00
NUMA, % of Remote Accesses;48.80
Vectorization, %;90.30
SP FLOPs, % of uOps;6.00
Packed, % from SP FP;100.00
SP 128-bit, %;0.00
SP 256-bit, %;0.00
SP 512-bit, %;100.00
SP Scalar, % from SP FP;0.00
DP FLOPs, % of uOps;4.60
DP Packed, % from DP FP;77.60
DP 128-bit, %;0.00
DP 256-bit, %;0.00
DP 512-bit, %;77.60
DP Scalar, % from DP FP;22.40
Non-FP, % of uOps;89.50
FP Arith/Mem Rd Instr. Ratio;0.66
FP Arith/Mem Wr Instr. Ratio;1.48
Disk I/O Bound, s;0.00
Memory Footprint
Resident,MB;        140.00
Virtual,MB;        739.00
