Summary information
Application;lmp_intel_cpu_intelmpi
Report creation date;2022-05-19 14:55:08
OpenMP threads number, per Process;1
HW Platform;Intel(R) Xeon(R) Processor code named Icelake
Frequency;2593988158
Logical core count per node;128
Collector type;Driverless Perf system-wide counting
Used statistics;./in.chute.timer_1n_1ont_864k_aps
Elapsed Time, s;0.71
SP GFLOPS;0.00
DP GFLOPS;0.69
Average CPU Frequency, GHz;                      1.16
Instructions Per Cycle Rate;0.93
MPI Time, s;0.08
MPI Time, % of Elapsed Time;10.67
MPI Imbalance;                            N/A*

Top 5 MPI functions (avg time)
Name;Time,sec;% from Elapsed time
MPI Hotspot 1 - MPI_Init, s;0.07
MPI Hotspot 1 - MPI_Init, % of Elapsed Time;10.25
MPI Hotspot 2 - MPI_Finalize, s;0.00
MPI Hotspot 2 - MPI_Finalize, % of Elapsed Time;0.31
MPI Hotspot 3 - MPI_Allreduce, s;0.00
MPI Hotspot 3 - MPI_Allreduce, % of Elapsed Time;0.04
MPI Hotspot 4 - MPI_Bcast, s;0.00
MPI Hotspot 4 - MPI_Bcast, % of Elapsed Time;0.03
MPI Hotspot 5 - MPI_Cart_create, s;0.00
MPI Hotspot 5 - MPI_Cart_create, % of Elapsed Time;0.02
Memory Stalls, % of Pipeline Slots;13.00
Cache Stalls, % of Cycles;21.60
DRAM Stalls, % of Cycles;1.30
DRAM Bandwidth Peak, GB/s;6.09
DRAM Bandwidth Average, GB/s;0.48
DRAM Bandwidth Bound, %;0.00
NUMA, % of Remote Accesses;13.70
Vectorization, %;0.80
SP FLOPs, % of uOps;0.00
DP FLOPs, % of uOps;21.10
DP Packed, % from DP FP;0.80
DP 128-bit, %;0.00
DP 256-bit, %;0.00
DP 512-bit, %;0.80
DP Scalar, % from DP FP;99.20
Non-FP, % of uOps;78.90
FP Arith/Mem Rd Instr. Ratio;0.54
FP Arith/Mem Wr Instr. Ratio;1.47
Disk I/O Bound, s;0.00
Memory Footprint
Resident,MB;        139.00
Virtual,MB;        461.00
