Summary information
Application;lmp_intel_cpu_intelmpi
Report creation date;2022-05-19 14:20:34
OpenMP threads number, per Process;1
HW Platform;Intel(R) Xeon(R) Processor code named Icelake
Frequency;2593987106
Logical core count per node;128
Collector type;Driverless Perf system-wide counting
Used statistics;./in.eam.timer_1n_1ont_864k_aps
Elapsed Time, s;36.21
SP GFLOPS;5.62
DP GFLOPS;1.88
Average CPU Frequency, GHz;                      1.70
Instructions Per Cycle Rate;0.66
MPI Time, s;0.09
MPI Time, % of Elapsed Time;0.24
MPI Imbalance;                            N/A*

Top 5 MPI functions (avg time)
Name;Time,sec;% from Elapsed time
MPI Hotspot 1 - MPI_Init, s;0.08
MPI Hotspot 1 - MPI_Init, % of Elapsed Time;0.22
MPI Hotspot 2 - MPI_Finalize, s;0.01
MPI Hotspot 2 - MPI_Finalize, % of Elapsed Time;0.02
MPI Hotspot 3 - MPI_Allreduce, s;0.00
MPI Hotspot 3 - MPI_Allreduce, % of Elapsed Time;0.00
MPI Hotspot 4 - MPI_Bcast, s;0.00
MPI Hotspot 4 - MPI_Bcast, % of Elapsed Time;0.00
MPI Hotspot 5 - MPI_Cart_create, s;0.00
MPI Hotspot 5 - MPI_Cart_create, % of Elapsed Time;0.00
Memory Stalls, % of Pipeline Slots;27.50
Cache Stalls, % of Cycles;29.60
DRAM Stalls, % of Cycles;3.10
DRAM Bandwidth Peak, GB/s;14.28
DRAM Bandwidth Average, GB/s;2.20
DRAM Bandwidth Bound, %;0.00
NUMA, % of Remote Accesses;0.30
Vectorization, %;95.50
SP FLOPs, % of uOps;7.60
Packed, % from SP FP;100.00
SP 128-bit, %;0.70
SP 256-bit, %;0.00
SP 512-bit, %;99.30
SP Scalar, % from SP FP;0.00
DP FLOPs, % of uOps;5.50
DP Packed, % from DP FP;89.40
DP 128-bit, %;0.00
DP 256-bit, %;0.40
DP 512-bit, %;89.00
DP Scalar, % from DP FP;10.60
Non-FP, % of uOps;86.90
FP Arith/Mem Rd Instr. Ratio;0.82
FP Arith/Mem Wr Instr. Ratio;2.17
Disk I/O Bound, s;0.00
Memory Footprint
Resident,MB;        512.00
Virtual,MB;       8561.00
