Benchmark,Size,Processes,Section,min time,avg time,max time,%varavg,%total
in.rhodo,32,1,Pair,26.507,26.507,26.507,0.0,69.50
in.rhodo,32,1,Bond,1.5759,1.5759,1.5759,0.0,4.13
in.rhodo,32,1,Kspace,3.7471,3.7471,3.7471,0.0,9.82
in.rhodo,32,1,Neigh,3.2032,3.2032,3.2032,0.0,8.40
in.rhodo,32,1,Comm,0.72989,0.72989,0.72989,0.0,1.91
in.rhodo,32,1,Output,0.0011135,0.0011135,0.0011135,0.0,0.00
in.rhodo,32,1,Modify,2.2719,2.2719,2.2719,0.0,5.96
in.rhodo,32,1,Other,,0.1051,,,0.28
in.rhodo,32,2,Pair,13.092,19.512,25.933,145.3,51.20
in.rhodo,32,2,Bond,0.75382,1.2381,1.7224,43.5,3.25
in.rhodo,32,2,Kspace,3.7224,10.651,17.579,212.3,27.95
in.rhodo,32,2,Neigh,3.0947,3.1028,3.1109,0.5,8.14
in.rhodo,32,2,Comm,0.90328,1.0685,1.2336,16.0,2.80
in.rhodo,32,2,Output,0.0006401,0.00074526,0.00085043,0.0,0.00
in.rhodo,32,2,Modify,2.0471,2.34,2.6329,19.1,6.14
in.rhodo,32,2,Other,,0.1995,,,0.52
in.rhodo,32,4,Pair,6.7234,8.1678,12.336,84.2,41.24
in.rhodo,32,4,Bond,0.38105,0.49677,0.82579,27.0,2.51
in.rhodo,32,4,Kspace,2.7914,7.3052,8.8826,96.4,36.89
in.rhodo,32,4,Neigh,1.5487,1.5723,1.5805,1.1,7.94
in.rhodo,32,4,Comm,0.76066,0.83261,0.91858,6.3,4.20
in.rhodo,32,4,Output,0.0005801,0.00063944,0.00081631,0.0,0.00
in.rhodo,32,4,Modify,1.0325,1.2075,1.4447,13.6,6.10
in.rhodo,32,4,Other,,0.2217,,,1.12
in.rhodo,32,8,Pair,3.3601,3.8343,6.4527,50.6,35.71
in.rhodo,32,8,Bond,0.19359,0.21923,0.31352,7.8,2.04
in.rhodo,32,8,Kspace,1.7344,4.5314,5.0163,49.7,42.20
in.rhodo,32,8,Neigh,0.81264,0.82621,0.82861,0.6,7.69
in.rhodo,32,8,Comm,0.37886,0.40447,0.46121,4.6,3.77
in.rhodo,32,8,Output,0.00049894,0.00053396,0.00075698,0.0,0.00
in.rhodo,32,8,Modify,0.71809,0.80823,0.87545,4.5,7.53
in.rhodo,32,8,Other,,0.1133,,,1.05
in.rhodo,32,16,Pair,1.7211,1.8733,2.8489,18.7,29.92
in.rhodo,32,16,Bond,0.095834,0.11124,0.13828,3.0,1.78
in.rhodo,32,16,Kspace,1.9302,2.9645,3.1555,15.9,47.35
in.rhodo,32,16,Neigh,0.4907,0.49893,0.50723,1.1,7.97
in.rhodo,32,16,Comm,0.22998,0.32616,0.37281,9.3,5.21
in.rhodo,32,16,Output,0.00054344,0.00056425,0.00079467,0.0,0.01
in.rhodo,32,16,Modify,0.38085,0.44965,0.48081,3.6,7.18
in.rhodo,32,16,Other,,0.03598,,,0.57
in.rhodo,32,32,Pair,0.85235,0.99504,1.6342,12.9,24.82
in.rhodo,32,32,Bond,0.015381,0.059621,0.094237,11.7,1.49
in.rhodo,32,32,Kspace,1.2075,1.9211,2.0664,10.0,47.93
in.rhodo,32,32,Neigh,0.25134,0.25225,0.25315,0.1,6.29
in.rhodo,32,32,Comm,0.12543,0.18922,0.27583,9.8,4.72
in.rhodo,32,32,Output,0.00057287,0.00058643,0.00082974,0.0,0.01
in.rhodo,32,32,Modify,0.49889,0.55622,0.58009,3.0,13.88
in.rhodo,32,32,Other,,0.03431,,,0.86
in.rhodo,32,64,Pair,0.44583,0.5199,1.0571,11.0,20.64
in.rhodo,32,64,Bond,0.0048541,0.032241,0.054128,8.7,1.28
in.rhodo,32,64,Kspace,0.6169,1.2346,1.3149,8.3,49.02
in.rhodo,32,64,Neigh,0.22302,0.269,0.27147,1.2,10.68
in.rhodo,32,64,Comm,0.11282,0.14546,0.27889,9.8,5.78
in.rhodo,32,64,Output,0.016605,0.016616,0.016895,0.0,0.66
in.rhodo,32,64,Modify,0.25772,0.2887,0.30443,2.1,11.46
in.rhodo,32,64,Other,,0.01194,,,0.47
in.rhodo,256,1,Pair,34.782,34.782,34.782,0.0,67.84
in.rhodo,256,1,Bond,2.1101,2.1101,2.1101,0.0,4.12
in.rhodo,256,1,Kspace,5.014,5.014,5.014,0.0,9.78
in.rhodo,256,1,Neigh,4.1992,4.1992,4.1992,0.0,8.19
in.rhodo,256,1,Comm,1.368,1.368,1.368,0.0,2.67
in.rhodo,256,1,Output,0.00092021,0.00092021,0.00092021,0.0,0.00
in.rhodo,256,1,Modify,3.672,3.672,3.672,0.0,7.16
in.rhodo,256,1,Other,,0.1215,,,0.24
in.rhodo,256,2,Pair,17.497,26.32,35.142,172.0,50.99
in.rhodo,256,2,Bond,1.0413,1.5625,2.0837,41.7,3.03
in.rhodo,256,2,Kspace,5.0285,14.404,23.779,247.0,27.91
in.rhodo,256,2,Neigh,4.1764,4.1924,4.2084,0.8,8.12
in.rhodo,256,2,Comm,1.3142,1.4848,1.6554,14.0,2.88
in.rhodo,256,2,Output,0.00047084,0.00050775,0.00054465,0.0,0.00
in.rhodo,256,2,Modify,3.0013,3.3562,3.711,19.4,6.50
in.rhodo,256,2,Other,,0.2945,,,0.57
in.rhodo,256,4,Pair,8.907,11.081,17.569,112.5,42.14
in.rhodo,256,4,Bond,0.52774,0.62366,0.90397,20.5,2.37
in.rhodo,256,4,Kspace,2.7031,9.511,11.791,127.5,36.17
in.rhodo,256,4,Neigh,2.1133,2.1391,2.149,1.0,8.13
in.rhodo,256,4,Comm,0.71477,0.8441,0.90252,8.2,3.21
in.rhodo,256,4,Output,0.00027842,0.00030277,0.00035233,0.0,0.00
in.rhodo,256,4,Modify,1.796,1.9032,2.2038,12.6,7.24
in.rhodo,256,4,Other,,0.1938,,,0.74
in.rhodo,256,8,Pair,4.5359,5.0949,8.6929,60.3,38.10
in.rhodo,256,8,Bond,0.26897,0.30193,0.518,14.9,2.26
in.rhodo,256,8,Kspace,1.3332,5.1675,5.7468,63.8,38.64
in.rhodo,256,8,Neigh,1.0928,1.119,1.1255,1.0,8.37
in.rhodo,256,8,Comm,0.48439,0.51396,0.5582,3.3,3.84
in.rhodo,256,8,Output,0.00015876,0.00016882,0.00023298,0.0,0.00
in.rhodo,256,8,Modify,0.97123,1.0451,1.1399,4.4,7.81
in.rhodo,256,8,Other,,0.1306,,,0.98
in.rhodo,256,16,Pair,2.1845,2.5402,4.3957,30.4,36.86
in.rhodo,256,16,Bond,0.12746,0.14669,0.20607,4.3,2.13
in.rhodo,256,16,Kspace,0.74802,2.7202,3.0701,31.3,39.47
in.rhodo,256,16,Neigh,0.50939,0.51052,0.51186,0.1,7.41
in.rhodo,256,16,Comm,0.24582,0.32946,0.38467,8.7,4.78
in.rhodo,256,16,Output,0.00012574,0.00013102,0.00020037,0.0,0.00
in.rhodo,256,16,Modify,0.50676,0.55937,0.64592,4.1,8.12
in.rhodo,256,16,Other,,0.08448,,,1.23
in.rhodo,256,32,Pair,1.1294,1.3209,2.3442,16.8,34.53
in.rhodo,256,32,Bond,0.067519,0.078711,0.16119,5.5,2.06
in.rhodo,256,32,Kspace,0.50275,1.6478,1.8374,17.0,43.07
in.rhodo,256,32,Neigh,0.31904,0.31986,0.32086,0.1,8.36
in.rhodo,256,32,Comm,0.14435,0.20811,0.2555,8.0,5.44
in.rhodo,256,32,Output,0.00012031,0.00012345,0.00019285,0.0,0.00
in.rhodo,256,32,Modify,0.20101,0.23144,0.24626,2.2,6.05
in.rhodo,256,32,Other,,0.01861,,,0.49
in.rhodo,256,64,Pair,0.57658,0.65944,1.1357,10.9,27.23
in.rhodo,256,64,Bond,0.034206,0.039619,0.083931,3.4,1.64
in.rhodo,256,64,Kspace,0.62632,1.1785,1.2667,9.0,48.66
in.rhodo,256,64,Neigh,0.13947,0.14101,0.14274,0.2,5.82
in.rhodo,256,64,Comm,0.14378,0.16446,0.19482,3.7,6.79
in.rhodo,256,64,Output,0.00011172,0.00011418,0.00020296,0.0,0.00
in.rhodo,256,64,Modify,0.17514,0.20182,0.22053,3.3,8.33
in.rhodo,256,64,Other,,0.03682,,,1.52
in.rhodo,864,1,Pair,118.13,118.13,118.13,0.0,66.74
in.rhodo,864,1,Bond,7.3965,7.3965,7.3965,0.0,4.18
in.rhodo,864,1,Kspace,18.079,18.079,18.079,0.0,10.21
in.rhodo,864,1,Neigh,14.014,14.014,14.014,0.0,7.92
in.rhodo,864,1,Comm,5.673,5.673,5.673,0.0,3.20
in.rhodo,864,1,Output,0.0029447,0.0029447,0.0029447,0.0,0.00
in.rhodo,864,1,Modify,13.26,13.26,13.26,0.0,7.49
in.rhodo,864,1,Other,,0.4536,,,0.26
in.rhodo,864,2,Pair,59.071,88.706,118.34,314.6,50.17
in.rhodo,864,2,Bond,3.5133,5.3347,7.1562,78.9,3.02
in.rhodo,864,2,Kspace,18.058,49.586,81.113,447.7,28.05
in.rhodo,864,2,Neigh,14.023,14.111,14.199,2.3,7.98
in.rhodo,864,2,Comm,5.2224,5.8578,6.4932,26.3,3.31
in.rhodo,864,2,Output,0.0014024,0.0014376,0.0014728,0.1,0.00
in.rhodo,864,2,Modify,10.653,12.065,13.477,40.7,6.82
in.rhodo,864,2,Other,,1.132,,,0.64
in.rhodo,864,4,Pair,29.399,37.036,59.11,209.5,41.37
in.rhodo,864,4,Bond,1.7551,2.2148,3.5518,51.9,2.47
in.rhodo,864,4,Kspace,9.491,32.971,41.091,236.1,36.83
in.rhodo,864,4,Neigh,7.0784,7.1444,7.1788,1.5,7.98
in.rhodo,864,4,Comm,2.8419,3.2829,3.481,14.2,3.67
in.rhodo,864,4,Output,0.00078203,0.00081263,0.00085606,0.0,0.00
in.rhodo,864,4,Modify,5.7584,6.1485,7.1799,24.0,6.87
in.rhodo,864,4,Other,,0.7186,,,0.80
in.rhodo,864,8,Pair,14.812,16.728,29.306,116.2,37.30
in.rhodo,864,8,Bond,0.87539,1.0198,1.8702,31.8,2.27
in.rhodo,864,8,Kspace,4.3968,17.864,19.903,120.4,39.83
in.rhodo,864,8,Neigh,3.5786,3.6573,3.6794,1.7,8.15
in.rhodo,864,8,Comm,1.452,1.7773,1.8785,9.4,3.96
in.rhodo,864,8,Output,0.00040992,0.00043126,0.00048196,0.0,0.00
in.rhodo,864,8,Modify,3.2405,3.385,4.1167,15.1,7.55
in.rhodo,864,8,Other,,0.4196,,,0.94
in.rhodo,864,16,Pair,7.5505,8.083,14.704,60.2,35.04
in.rhodo,864,16,Bond,0.44487,0.49318,0.9996,18.7,2.14
in.rhodo,864,16,Kspace,2.2017,9.4315,10.052,60.8,40.88
in.rhodo,864,16,Neigh,1.8046,1.8521,1.8702,1.4,8.03
in.rhodo,864,16,Comm,0.84854,0.9965,1.0868,7.1,4.32
in.rhodo,864,16,Output,0.00025296,0.00026253,0.00032932,0.0,0.00
in.rhodo,864,16,Modify,1.9248,1.9976,2.3381,6.5,8.66
in.rhodo,864,16,Other,,0.2145,,,0.93
in.rhodo,864,32,Pair,3.7734,4.0586,7.4119,30.1,33.32
in.rhodo,864,32,Bond,0.18661,0.24815,0.46623,11.6,2.04
in.rhodo,864,32,Kspace,1.2703,4.9876,5.4355,30.2,40.95
in.rhodo,864,32,Neigh,0.89038,0.91221,0.92272,1.1,7.49
in.rhodo,864,32,Comm,0.5022,0.63564,0.77507,12.2,5.22
in.rhodo,864,32,Output,0.016182,0.016187,0.016256,0.0,0.13
in.rhodo,864,32,Modify,1.1148,1.2253,1.2706,3.9,10.06
in.rhodo,864,32,Other,,0.09517,,,0.78
in.rhodo,864,64,Pair,2.0128,2.1448,3.8276,15.2,30.05
in.rhodo,864,64,Bond,0.10353,0.13764,0.19115,6.9,1.93
in.rhodo,864,64,Kspace,0.60623,2.611,2.8118,17.4,36.58
in.rhodo,864,64,Neigh,0.55237,0.55429,0.55565,0.1,7.77
in.rhodo,864,64,Comm,0.31103,0.41976,0.61727,13.7,5.88
in.rhodo,864,64,Output,0.00016359,0.00016686,0.00024393,0.0,0.00
in.rhodo,864,64,Modify,0.80231,0.83548,1.0969,4.6,11.71
in.rhodo,864,64,Other,,0.4347,,,6.09
in.rhodo,2048,4,Pair,69.641,87.497,140.33,326.1,41.17
in.rhodo,2048,4,Bond,4.2742,5.464,8.6556,78.9,2.57
in.rhodo,2048,4,Kspace,21.958,78.157,97.107,367.0,36.78
in.rhodo,2048,4,Neigh,16.49,16.665,16.729,2.5,7.84
in.rhodo,2048,4,Comm,7.2138,8.3048,8.7009,21.9,3.91
in.rhodo,2048,4,Output,0.018134,0.018365,0.018458,0.1,0.01
in.rhodo,2048,4,Modify,13.822,14.691,17.167,37.3,6.91
in.rhodo,2048,4,Other,,1.72,,,0.81
in.rhodo,2048,8,Pair,34.986,39.487,69.938,183.2,36.93
in.rhodo,2048,8,Bond,2.181,2.4616,4.196,41.8,2.30
in.rhodo,2048,8,Kspace,10.882,43.276,48.062,186.1,40.48
in.rhodo,2048,8,Neigh,8.4283,8.5416,8.575,1.6,7.99
in.rhodo,2048,8,Comm,3.7461,4.1655,4.3287,8.4,3.90
in.rhodo,2048,8,Output,0.0011559,0.001237,0.0013295,0.2,0.00
in.rhodo,2048,8,Modify,7.7126,7.9793,9.3459,18.4,7.46
in.rhodo,2048,8,Other,,1.005,,,0.94
in.rhodo,2048,16,Pair,17.697,18.88,34.805,94.7,34.94
in.rhodo,2048,16,Bond,1.1067,1.1813,2.121,22.3,2.19
in.rhodo,2048,16,Kspace,5.5032,22.614,23.886,92.9,41.85
in.rhodo,2048,16,Neigh,4.1816,4.3016,4.3125,1.5,7.96
in.rhodo,2048,16,Comm,2.069,2.2597,2.4065,6.4,4.18
in.rhodo,2048,16,Output,0.00054852,0.00057308,0.00064277,0.0,0.00
in.rhodo,2048,16,Modify,4.0788,4.2319,5.0435,10.8,7.83
in.rhodo,2048,16,Other,,0.5635,,,1.04
in.rhodo,2048,32,Pair,8.9,9.3602,17.923,50.3,32.84
in.rhodo,2048,32,Bond,0.56591,0.59395,0.93288,7.9,2.08
in.rhodo,2048,32,Kspace,2.9545,11.981,12.5,46.9,42.03
in.rhodo,2048,32,Neigh,2.1812,2.2673,2.2785,1.1,7.95
in.rhodo,2048,32,Comm,0.95946,1.1714,1.3242,11.2,4.11
in.rhodo,2048,32,Output,0.0004188,0.00046253,0.00055979,0.0,0.00
in.rhodo,2048,32,Modify,2.6079,2.7926,3.1508,6.0,9.80
in.rhodo,2048,32,Other,,0.3359,,,1.18
in.rhodo,2048,64,Pair,5.0203,5.1956,9.8067,25.6,31.52
in.rhodo,2048,64,Bond,0.32434,0.34255,0.54687,4.5,2.08
in.rhodo,2048,64,Kspace,1.7662,6.711,6.8955,24.2,40.71
in.rhodo,2048,64,Neigh,1.2423,1.2563,1.2596,0.3,7.62
in.rhodo,2048,64,Comm,0.62236,0.72417,0.99002,12.6,4.39
in.rhodo,2048,64,Output,0.00021699,0.00022544,0.00032209,0.0,0.00
