Summary information
Application;lmp_intel_cpu_intelmpi
Report creation date;2022-05-19 13:58:26
OpenMP threads number, per Process;1
HW Platform;Intel(R) Xeon(R) Processor code named Icelake
Frequency;2593987112
Logical core count per node;128
Collector type;Driverless Perf system-wide counting
Used statistics;./in.chain.scaled.timer_1n_1ont_864k_aps
Elapsed Time, s;24.21
SP GFLOPS;1.94
DP GFLOPS;0.98
Average CPU Frequency, GHz;                      1.67
Instructions Per Cycle Rate;0.91
MPI Time, s;0.08
MPI Time, % of Elapsed Time;0.31
MPI Imbalance;                            N/A*

Top 5 MPI functions (avg time)
Name;Time,sec;% from Elapsed time
MPI Hotspot 1 - MPI_Init, s;0.06
MPI Hotspot 1 - MPI_Init, % of Elapsed Time;0.25
MPI Hotspot 2 - MPI_Finalize, s;0.01
MPI Hotspot 2 - MPI_Finalize, % of Elapsed Time;0.02
MPI Hotspot 3 - MPI_Alltoallv, s;0.01
MPI Hotspot 3 - MPI_Alltoallv, % of Elapsed Time;0.02
MPI Hotspot 4 - MPI_Allreduce, s;0.00
MPI Hotspot 4 - MPI_Allreduce, % of Elapsed Time;0.01
MPI Hotspot 5 - MPI_Bcast, s;0.00
MPI Hotspot 5 - MPI_Bcast, % of Elapsed Time;0.00
Memory Stalls, % of Pipeline Slots;21.40
Cache Stalls, % of Cycles;17.40
DRAM Stalls, % of Cycles;12.80
DRAM Bandwidth Peak, GB/s;17.63
DRAM Bandwidth Average, GB/s;3.73
DRAM Bandwidth Bound, %;0.00
NUMA, % of Remote Accesses;0.10
Vectorization, %;39.40
SP FLOPs, % of uOps;5.20
Packed, % from SP FP;43.30
SP 128-bit, %;0.00
SP 256-bit, %;0.00
SP 512-bit, %;43.30
SP Scalar, % from SP FP;56.70
DP FLOPs, % of uOps;5.60
DP Packed, % from DP FP;35.80
DP 128-bit, %;0.00
DP 256-bit, %;0.00
DP 512-bit, %;35.80
DP Scalar, % from DP FP;64.20
Non-FP, % of uOps;89.20
FP Arith/Mem Rd Instr. Ratio;0.43
FP Arith/Mem Wr Instr. Ratio;1.18
Disk I/O Bound, s;0.00
Memory Footprint
Resident,MB;        522.00
Virtual,MB;       8659.00
