Summary information
Application;lmp_intel_cpu_intelmpi
Report creation date;2022-05-19 14:15:16
OpenMP threads number, per Process;1
HW Platform;Intel(R) Xeon(R) Processor code named Icelake
Frequency;2593987135
Logical core count per node;128
Collector type;Driverless Perf system-wide counting
Used statistics;./in.eam.timer_1n_1ont_32k_aps
Elapsed Time, s;1.92
SP GFLOPS;3.62
DP GFLOPS;1.21
Average CPU Frequency, GHz;                      1.24
Instructions Per Cycle Rate;0.54
MPI Time, s;0.08
MPI Time, % of Elapsed Time;3.93
MPI Imbalance;                            N/A*

Top 5 MPI functions (avg time)
Name;Time,sec;% from Elapsed time
MPI Hotspot 1 - MPI_Init, s;0.07
MPI Hotspot 1 - MPI_Init, % of Elapsed Time;3.77
MPI Hotspot 2 - MPI_Finalize, s;0.00
MPI Hotspot 2 - MPI_Finalize, % of Elapsed Time;0.12
MPI Hotspot 3 - MPI_Allreduce, s;0.00
MPI Hotspot 3 - MPI_Allreduce, % of Elapsed Time;0.01
MPI Hotspot 4 - MPI_Cart_create, s;0.00
MPI Hotspot 4 - MPI_Cart_create, % of Elapsed Time;0.01
MPI Hotspot 5 - MPI_Bcast, s;0.00
MPI Hotspot 5 - MPI_Bcast, % of Elapsed Time;0.01
Memory Stalls, % of Pipeline Slots;22.10
Cache Stalls, % of Cycles;30.10
DRAM Stalls, % of Cycles;0.80
DRAM Bandwidth Peak, GB/s;5.67
DRAM Bandwidth Average, GB/s;0.18
DRAM Bandwidth Bound, %;0.00
NUMA, % of Remote Accesses;17.80
Vectorization, %;89.60
SP FLOPs, % of uOps;6.20
Packed, % from SP FP;100.00
SP 128-bit, %;1.60
SP 256-bit, %;0.00
SP 512-bit, %;98.40
SP Scalar, % from SP FP;0.00
DP FLOPs, % of uOps;5.10
DP Packed, % from DP FP;77.10
DP 128-bit, %;0.00
DP 256-bit, %;0.40
DP 512-bit, %;76.70
DP Scalar, % from DP FP;22.90
Non-FP, % of uOps;88.70
FP Arith/Mem Rd Instr. Ratio;0.74
FP Arith/Mem Wr Instr. Ratio;1.82
Disk I/O Bound, s;0.00
Memory Footprint
Resident,MB;        140.00
Virtual,MB;        745.00
